"Data Import Template"
"Table:","Property Setter"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Property Setter","","","","","","",""
"Column Labels:","ID","DocType or Field","DocType","Property","Set Value","Field Name","Property Type","Default Value"
"","""Customer-_idx""","DocType","Customer","_idx","[""basic_info"", ""naming_series"", ""take_image"", ""select_image"", ""image1"", ""select"", ""image2"", ""cb"", ""customer_name"", ""customer_type"", ""lead_name"", ""customer_group"", ""territory"", ""country"", ""date_of_birth"", ""anniversary_date"", ""measurement_details"", ""body_measurements"", ""address_contacts"", ""address_html"", ""column_break1"", ""contact_html"", ""communication_history"", ""communication_html"", ""more_info"", ""column_break2"", ""company"", ""customer_details"", ""column_break3"", ""default_currency"", ""default_price_list"", ""default_taxes_and_charges"", ""credit_days"", ""credit_limit"", ""website"", ""referral_details"", ""is_existing_customer"", ""referral"", ""referral_name"", ""phone_number"", ""referral_lead"", ""sales_team_section_break"", ""default_sales_partner"", ""default_commission_rate"", ""sales_team"", ""communications"", ""column_break0""]","","Text",""
"","""Customer-referral_lead-previous_field""","DocField","Customer","previous_field","phone_number","referral_lead","Data",""
"","""Customer-phone_number-previous_field""","DocField","Customer","previous_field","referral_name","phone_number","Data",""
"","""Customer-referral_name-previous_field""","DocField","Customer","previous_field","referral","referral_name","Data",""
"","""Customer-referral-previous_field""","DocField","Customer","previous_field","is_existing_customer","referral","Data",""
"","""Customer-is_existing_customer-previous_field""","DocField","Customer","previous_field","referral_details","is_existing_customer","Data",""
"","""Customer-referral_details-previous_field""","DocField","Customer","previous_field","website","referral_details","Data",""
"","""Customer-column_break0-idx""","DocField","Customer","idx","47","column_break0","Int",""
"","""Customer-communications-idx""","DocField","Customer","idx","46","communications","Int",""
"","""Customer-sales_team-idx""","DocField","Customer","idx","45","sales_team","Int",""
"","""Customer-default_commission_rate-idx""","DocField","Customer","idx","44","default_commission_rate","Int",""
"","""Customer-default_sales_partner-idx""","DocField","Customer","idx","43","default_sales_partner","Int",""
"","""Customer-sales_team_section_break-idx""","DocField","Customer","idx","42","sales_team_section_break","Int",""
"","""Journal Voucher Detail-mode-previous_field""","DocField","Journal Voucher Detail","previous_field","balance","mode","Data",""
"","""Customer-image2-previous_field""","DocField","Customer","previous_field","select","image2","Data",""
"","""Customer-image1-previous_field""","DocField","Customer","previous_field","select_image","image1","Data",""
"","""Customer-select_image-previous_field""","DocField","Customer","previous_field","lead_name","select_image","Data",""
"","""Customer-default_print_format""","DocType","Customer","default_print_format","","","Data",""
"","""Customer-body_measurements-previous_field""","DocField","Customer","previous_field","measurement_details","body_measurements","Data",""
"","""Customer-measurement_details-previous_field""","DocField","Customer","previous_field","anniversary_date","measurement_details","Data",""
"","""Customer-anniversary_date-previous_field""","DocField","Customer","previous_field","date_of_birth","anniversary_date","Data",""
"","""Customer-date_of_birth-previous_field""","DocField","Customer","previous_field","country","date_of_birth","Data",""
"","""Customer-take_image-previous_field""","DocField","Customer","previous_field","naming_series","take_image","Data",""
"","""Customer-website-idx""","DocField","Customer","idx","35","website","Int",""
"","""Customer-credit_limit-idx""","DocField","Customer","idx","34","credit_limit","Int",""
"","""Customer-credit_days-idx""","DocField","Customer","idx","33","credit_days","Int",""
"","""Customer-default_taxes_and_charges-idx""","DocField","Customer","idx","32","default_taxes_and_charges","Int",""
"","""Customer-default_price_list-idx""","DocField","Customer","idx","31","default_price_list","Int",""
"","""Customer-default_currency-idx""","DocField","Customer","idx","30","default_currency","Int",""
"","""Customer-column_break3-idx""","DocField","Customer","idx","29","column_break3","Int",""
"","""Customer-customer_details-idx""","DocField","Customer","idx","28","customer_details","Int",""
"","""Customer-company-idx""","DocField","Customer","idx","27","company","Int",""
"","""Customer-column_break2-idx""","DocField","Customer","idx","26","column_break2","Int",""
"","""Customer-more_info-idx""","DocField","Customer","idx","25","more_info","Int",""
"","""Customer-communication_html-idx""","DocField","Customer","idx","24","communication_html","Int",""
"","""Customer-communication_history-idx""","DocField","Customer","idx","23","communication_history","Int",""
"","""Customer-contact_html-idx""","DocField","Customer","idx","22","contact_html","Int",""
"","""Customer-column_break1-idx""","DocField","Customer","idx","21","column_break1","Int",""
"","""Customer-address_html-idx""","DocField","Customer","idx","20","address_html","Int",""
"","""Customer-address_contacts-idx""","DocField","Customer","idx","19","address_contacts","Int",""
"","""Customer-country-idx""","DocField","Customer","idx","14","country","Int",""
"","""Customer-territory-idx""","DocField","Customer","idx","13","territory","Int",""
"","""Customer-customer_group-idx""","DocField","Customer","idx","12","customer_group","Int",""
"","""Customer-lead_name-idx""","DocField","Customer","idx","11","lead_name","Int",""
"","""Customer-customer_type-idx""","DocField","Customer","idx","10","customer_type","Int",""
"","""Customer-customer_name-idx""","DocField","Customer","idx","9","customer_name","Int",""
"","""Item-series-previous_field""","DocField","Item","previous_field","item_sub_group","series","Data",""
"","""Item-max_discount-precision""","DocField","Item","precision","2","max_discount","Select",""
"","""Employee-_idx""","DocType","Employee","_idx","[""basic_information"", ""column_break0"", ""image_view"", ""image"", ""employee"", ""naming_series"", ""salutation"", ""employee_name"", ""column_break1"", ""user_id"", ""employee_number"", ""date_of_joining"", ""date_of_birth"", ""gender"", ""company"", ""employment_details"", ""col_break_21"", ""status"", ""employment_type"", ""col_break_22"", ""scheduled_confirmation_date"", ""final_confirmation_date"", ""contract_end_date"", ""date_of_retirement"", ""job_profile"", ""column_break2"", ""branch"", ""department"", ""designation"", ""company_email"", ""notice_number_of_days"", ""salary_information"", ""salary_mode"", ""holiday_list"", ""bank_name"", ""bank_ac_no"", ""organization_profile"", ""reports_to"", ""employee_leave_approvers"", ""contact_details"", ""column_break3"", ""cell_number"", ""personal_email"", ""unsubscribed"", ""emergency_contact_details"", ""person_to_be_contacted"", ""relation"", ""emergency_phone_number"", ""column_break4"", ""permanent_accommodation_type"", ""permanent_address"", ""current_accommodation_type"", ""current_address"", ""sb53"", ""bio"", ""personal_details"", ""column_break5"", ""passport_number"", ""date_of_issue"", ""valid_upto"", ""place_of_issue"", ""visa_number"", ""issue_date"", ""expiry_date"", ""column_break6"", ""marital_status"", ""blood_group"", ""family_background"", ""health_details"", ""educational_qualification"", ""educational_qualification_details"", ""previous_work_experience"", ""previous_experience_details"", ""history_in_company"", ""experience_in_company_details"", ""exit"", ""column_break7"", ""resignation_letter_date"", ""relieving_date"", ""reason_for_leaving"", ""leave_encashed"", ""encashment_date"", ""exit_interview_details"", ""held_on"", ""reason_for_resignation"", ""new_workplace"", ""feedback"", ""profile_type"", ""skills"", ""employeeskills"", ""skills_html""]","","Text",""
"","""Employee-skills_html-previous_field""","DocField","Employee","previous_field","skills","skills_html","Data",""
"","""Employee-skills-previous_field""","DocField","Employee","previous_field","profile_type","skills","Data",""
"","""Employee-profile_type-previous_field""","DocField","Employee","previous_field","date_of_retirement","profile_type","Data",""
"","""Employee-expiry_date-previous_field""","DocField","Employee","previous_field","issue_date","expiry_date","Data",""
"","""Employee-issue_date-previous_field""","DocField","Employee","previous_field","visa_number","issue_date","Data",""
"","""Employee-visa_number-previous_field""","DocField","Employee","previous_field","place_of_issue","visa_number","Data",""
"","""Employee-feedback-idx""","DocField","Employee","idx","87","feedback","Int",""
"","""Employee-new_workplace-idx""","DocField","Employee","idx","86","new_workplace","Int",""
"","""Employee-reason_for_resignation-idx""","DocField","Employee","idx","85","reason_for_resignation","Int",""
"","""Employee-held_on-idx""","DocField","Employee","idx","84","held_on","Int",""
"","""Employee-exit_interview_details-idx""","DocField","Employee","idx","83","exit_interview_details","Int",""
"","""Employee-encashment_date-idx""","DocField","Employee","idx","82","encashment_date","Int",""
"","""Employee-leave_encashed-idx""","DocField","Employee","idx","81","leave_encashed","Int",""
"","""Employee-reason_for_leaving-idx""","DocField","Employee","idx","80","reason_for_leaving","Int",""
"","""Employee-relieving_date-idx""","DocField","Employee","idx","79","relieving_date","Int",""
"","""Employee-resignation_letter_date-idx""","DocField","Employee","idx","78","resignation_letter_date","Int",""
"","""Employee-column_break7-idx""","DocField","Employee","idx","77","column_break7","Int",""
"","""Employee-exit-idx""","DocField","Employee","idx","76","exit","Int",""
"","""Employee-experience_in_company_details-idx""","DocField","Employee","idx","75","experience_in_company_details","Int",""
"","""Employee-history_in_company-idx""","DocField","Employee","idx","74","history_in_company","Int",""
"","""Employee-previous_experience_details-idx""","DocField","Employee","idx","73","previous_experience_details","Int",""
"","""Employee-previous_work_experience-idx""","DocField","Employee","idx","72","previous_work_experience","Int",""
"","""Employee-educational_qualification_details-idx""","DocField","Employee","idx","71","educational_qualification_details","Int",""
"","""Employee-educational_qualification-idx""","DocField","Employee","idx","70","educational_qualification","Int",""
"","""Employee-health_details-idx""","DocField","Employee","idx","69","health_details","Int",""
"","""Employee-family_background-idx""","DocField","Employee","idx","68","family_background","Int",""
"","""Employee-blood_group-idx""","DocField","Employee","idx","67","blood_group","Int",""
"","""Employee-marital_status-idx""","DocField","Employee","idx","66","marital_status","Int",""
"","""Employee-column_break6-idx""","DocField","Employee","idx","65","column_break6","Int",""
"","""Support Ticket-flag-previous_field""","DocField","Support Ticket","previous_field","raised_by","flag","Data",""
"","""Employee-employee_name-idx""","DocField","Employee","idx","8","employee_name","Int",""
"","""Employee-salutation-idx""","DocField","Employee","idx","7","salutation","Int",""
"","""Employee-naming_series-idx""","DocField","Employee","idx","6","naming_series","Int",""
"","""Employee-employee-idx""","DocField","Employee","idx","5","employee","Int",""
"","""Employee-image-idx""","DocField","Employee","idx","4","image","Int",""
"","""Sales Invoice Items-fabric_owner-previous_field""","DocField","Sales Invoice Items","previous_field","cut_fabric_status","fabric_owner","Data",""
"","""Employee-salutation-options""","DocField","Employee","options","
Mr
Ms
Prof
Er
Dr
Sk
Md","salutation","Text",""
"","""EmployeeSkill-_idx""","DocType","EmployeeSkill","_idx","[""process"", ""item_code"", ""time"", ""cost""]","","Text",""
"","""EmployeeSkill-cost-idx""","DocField","EmployeeSkill","idx","4","cost","Int",""
"","""EmployeeSkill-time-idx""","DocField","EmployeeSkill","idx","3","time","Int",""
"","""EmployeeSkill-item_name-hidden""","DocField","EmployeeSkill","hidden","1","item_name","Check",""
"","""Item-brand-depends_on""","DocField","Item","depends_on","eval:doc.item_group!='Tailoring'","brand","Data",""
"","""Item-barcode_image-previous_field""","DocField","Item","previous_field","barcode_image","barcode_image","Data",""
"","""Item-brand-idx""","DocField","Item","idx","16","brand","Int",""
"","""Item-stock_uom-idx""","DocField","Item","idx","15","stock_uom","Int",""
"","""Item-image_view-idx""","DocField","Item","idx","14","image_view","Int",""
"","""Item-image-idx""","DocField","Item","idx","13","image","Int",""
"","""Item-description-idx""","DocField","Item","idx","11","description","Int",""
"","""Item-item_name-idx""","DocField","Item","idx","9","item_name","Int",""
"","""Item-item_code-idx""","DocField","Item","idx","8","item_code","Int",""
"","""Item-barcode_img-previous_field""","DocField","Item","previous_field","column_break0","barcode_img","Data",""
"","""Company-registered_email_id-previous_field""","DocField","Company","previous_field","email","registered_email_id","Data",""
"","""Item-add_image-hidden""","DocField","Item","hidden","1","add_image","Check",""
"","""Item-item_sub_group-previous_field""","DocField","Item","previous_field","item_group","item_sub_group","Data",""
"","""Item-naming_series-options""","DocField","Item","options","TRO-
SHI-
JAC-
FAB-","naming_series","Text",""
"","""Item-naming_series-default""","DocField","Item","default","TRO-","naming_series","Text",""
"","""Item-item_group-idx""","DocField","Item","idx","3","item_group","Int",""
"","""DocField-in_list_view-width""","DocField","DocField","width","223","in_list_view","",""
"","""Branch-branch-idx""","DocField","Branch","idx","2","branch","Int",""
"","""Employee-col_break_22-idx""","DocField","Employee","idx","20","col_break_22","Int",""
"","""Employee-scheduled_confirmation_date-idx""","DocField","Employee","idx","21","scheduled_confirmation_date","Int",""
"","""Employee-final_confirmation_date-idx""","DocField","Employee","idx","22","final_confirmation_date","Int",""
"","""Employee-contract_end_date-idx""","DocField","Employee","idx","23","contract_end_date","Int",""
"","""Employee-date_of_retirement-idx""","DocField","Employee","idx","24","date_of_retirement","Int",""
"","""Employee-job_profile-idx""","DocField","Employee","idx","25","job_profile","Int",""
"","""Employee-column_break2-idx""","DocField","Employee","idx","26","column_break2","Int",""
"","""Employee-branch-idx""","DocField","Employee","idx","27","branch","Int",""
"","""Employee-department-idx""","DocField","Employee","idx","28","department","Int",""
"","""Employee-designation-idx""","DocField","Employee","idx","29","designation","Int",""
"","""Employee-company_email-idx""","DocField","Employee","idx","30","company_email","Int",""
"","""Employee-notice_number_of_days-idx""","DocField","Employee","idx","31","notice_number_of_days","Int",""
"","""Employee-salary_information-idx""","DocField","Employee","idx","32","salary_information","Int",""
"","""Employee-salary_mode-idx""","DocField","Employee","idx","33","salary_mode","Int",""
"","""Employee-holiday_list-idx""","DocField","Employee","idx","34","holiday_list","Int",""
"","""Company-registration_info-idx""","DocField","Company","idx","46","registration_info","Int",""
"","""Company-registration_details-idx""","DocField","Company","idx","47","registration_details","Int",""
"","""Sales Invoice Item-warehouse_and_reference-hidden""","DocField","Sales Invoice Item","hidden","0","warehouse_and_reference","Check",""
"","""Employee-employeeskills-previous_field""","DocField","Employee","previous_field","skills_assigned_to_employee","employeeskills","Data",""
"","""Sales Invoice Items-cut_fabric_status-previous_field""","DocField","Sales Invoice Items","previous_field","fabric_owner","cut_fabric_status","Data",""
"","""Task-item_code-previous_field""","DocField","Task","previous_field","process_name","item_code","Data",""
"","""Task-sales_order_number-previous_field""","DocField","Task","previous_field","priority","sales_order_number","Data",""
"","""Event-appointment_list-previous_field""","DocField","Event","previous_field","individuals","appointment_list","Data",""
"","""Company-website2-previous_field""","DocField","Company","previous_field","business_id_","website2","Data",""
"","""Company-business_id_-previous_field""","DocField","Company","previous_field","fax_no","business_id_","Data",""
"","""Company-fax_no-previous_field""","DocField","Company","previous_field","mobile_number","fax_no","Data",""
"","""Company-mobile_number-previous_field""","DocField","Company","previous_field","phone_number_2","mobile_number","Data",""
"","""Company-phone_number_2-previous_field""","DocField","Company","previous_field","phone_number_1","phone_number_2","Data",""
"","""Company-phone_number_1-previous_field""","DocField","Company","previous_field","columbrk","phone_number_1","Data",""
"","""Company-columbrk-previous_field""","DocField","Company","previous_field","country2","columbrk","Data",""
"","""Company-section-previous_field""","DocField","Company","previous_field","company_logo","section","Data",""
"","""Branch-holiday_list-previous_field""","DocField","Branch","previous_field","branch_manager","holiday_list","Data",""
"","""Company-correspondence_email_id-previous_field""","DocField","Company","previous_field","registered_email_id","correspondence_email_id","Data",""
"","""Company-country2-previous_field""","DocField","Company","previous_field","state","country2","Data",""
"","""Company-pincode-previous_field""","DocField","Company","previous_field","state","pincode","Data",""
"","""Company-state-previous_field""","DocField","Company","previous_field","city","state","Data",""
"","""Company-city-previous_field""","DocField","Company","previous_field","address_line_3","city","Data",""
"","""Company-company_logo-previous_field""","DocField","Company","previous_field","info","company_logo","Data",""
"","""Company-info-previous_field""","DocField","Company","previous_field","address_line_3","info","Data",""
"","""Company-address_line_3-previous_field""","DocField","Company","previous_field","address_line_2","address_line_3","Data",""
"","""Company-address_line_2-previous_field""","DocField","Company","previous_field","address_line_1","address_line_2","Data",""
"","""Company-address_line_1-previous_field""","DocField","Company","previous_field","business_owner_name","address_line_1","Data",""
"","""Company-business_owner_name-previous_field""","DocField","Company","previous_field","company_profie","business_owner_name","Data",""
"","""Company-company_profie-previous_field""","DocField","Company","previous_field","website","company_profie","Data",""
"","""Branch-branch_type-previous_field""","DocField","Branch","previous_field","warehouse","branch_type","Data",""
"","""Branch-branch_details-previous_field""","DocField","Branch","previous_field","branch_type","branch_details","Data",""
"","""WO Style-table_view-previous_field""","DocField","WO Style","previous_field","extra_text_field","table_view","Data",""
"","""Task-item_name-previous_field""","DocField","Task","previous_field","process_name","item_name","Data",""
"","""Branch-warehouse-previous_field""","DocField","Branch","previous_field","branch","warehouse","Data",""
"","""Stock Entry-delivery_note_no-depends_on""","DocField","Stock Entry","depends_on","eval:doc.purpose_type==""Sales Return""","delivery_note_no","Data",""
"","""Stock Entry-sales_invoice_no-depends_on""","DocField","Stock Entry","depends_on","eval:doc.purpose_type==""Sales Return""","sales_invoice_no","Data",""
"","""Stock Entry-purchase_receipt_no-depends_on""","DocField","Stock Entry","depends_on","eval:doc.purpose_type==""Purchase Return""","purchase_receipt_no","Data",""
"","""Stock Entry-purpose-hidden""","DocField","Stock Entry","hidden","1","purpose","Check",""
"","""Item Price-customer_rate_details-previous_field""","DocField","Item Price","previous_field","item_description","customer_rate_details","Data",""
"","""Item Price-customer_rate-previous_field""","DocField","Item Price","previous_field","customer_rate_details","customer_rate","Data",""
"","""Sales BOM Item-description-hidden""","DocField","Sales BOM Item","hidden","1","description","Check",""
"","""Sales BOM Item-uom-hidden""","DocField","Sales BOM Item","hidden","1","uom","Check",""
"","""Item-default_warehouse-hidden""","DocField","Item","hidden","1","default_warehouse","Check",""
"","""Pricing Rule-for_price_list-label""","DocField","Pricing Rule","label","For Services","for_price_list","Data",""
"","""Purchase Invoice Item-invoice_branch-previous_field""","DocField","Purchase Invoice Item","previous_field","description","invoice_branch","Data",""
"","""Branch-y-previous_field""","DocField","Branch","previous_field","currency","y","Data",""
"","""Branch-currency-previous_field""","DocField","Branch","previous_field","y","currency","Data",""
"","""Branch-payment_modes-previous_field""","DocField","Branch","previous_field","min_advance_payment","payment_modes","Data",""
"","""Branch-branch_manager-previous_field""","DocField","Branch","previous_field","payment_modes","branch_manager","Data",""
"","""Branch-address_details-previous_field""","DocField","Branch","previous_field","holiday_list","address_details","Data",""
"","""Branch-address_1-previous_field""","DocField","Branch","previous_field","address_details","address_1","Data",""
"","""Branch-address_2-previous_field""","DocField","Branch","previous_field","address_1","address_2","Data",""
"","""Branch-address_3-previous_field""","DocField","Branch","previous_field","address_2","address_3","Data",""
"","""Branch-city-previous_field""","DocField","Branch","previous_field","address_3","city","Data",""
"","""Branch-state-previous_field""","DocField","Branch","previous_field","city","state","Data",""
"","""Branch-pin_code-previous_field""","DocField","Branch","previous_field","state","pin_code","Data",""
"","""Branch-country-previous_field""","DocField","Branch","previous_field","pin_code","country","Data",""
"","""Branch-z-previous_field""","DocField","Branch","previous_field","country","z","Data",""
"","""Branch-phone_no_1-previous_field""","DocField","Branch","previous_field","z","phone_no_1","Data",""
"","""Branch-phone_no_2-previous_field""","DocField","Branch","previous_field","phone_no_1","phone_no_2","Data",""
"","""Branch-mobile_no-previous_field""","DocField","Branch","previous_field","phone_no_2","mobile_no","Data",""
"","""Branch-fax_no-previous_field""","DocField","Branch","previous_field","mobile_no","fax_no","Data",""
"","""Branch-_idx""","DocType","Branch","_idx","[""branch_details"", ""branch"", ""warehouse"", ""branch_type"", ""holiday_list"", ""cost_center"", ""y"", ""currency"", ""min_advance_payment"", ""payment_modes"", ""branch_manager"", ""address_details"", ""address_1"", ""address_2"", ""address_3"", ""city"", ""state"", ""pin_code"", ""country"", ""z"", ""phone_no_1"", ""phone_no_2"", ""mobile_no"", ""fax_no""]","","Text",""
"","""Branch-cost_center-previous_field""","DocField","Branch","previous_field","fax_no","cost_center","Data",""
"","""Branch-drawing_acc-previous_field""","DocField","Branch","previous_field","cost_center","drawing_acc","Data",""
"","""Material Request Item-warehouse-idx""","DocField","Material Request Item","idx","9","warehouse","Int",""
"","""Material Request Item-_idx""","DocType","Material Request Item","_idx","[""item_code"", ""item_name"", ""col_break1"", ""description"", ""quantity_and_warehouse"", ""qty"", ""uom"", ""for_branch"", ""warehouse"", ""from_branch"", ""from_warehouse"", ""col_break2"", ""schedule_date"", ""more_info"", ""item_group"", ""brand"", ""lead_time_date"", ""sales_order_no"", ""col_break3"", ""min_order_qty"", ""projected_qty"", ""ordered_qty"", ""page_break""]","","Text",""
"","""Material Request Item-from_branch-previous_field""","DocField","Material Request Item","previous_field","for_branch","from_branch","Data",""
"","""Material Request Item-for_branch-previous_field""","DocField","Material Request Item","previous_field","uom","for_branch","Data",""
"","""Material Request Item-warehouse-in_list_view""","DocField","Material Request Item","in_list_view","0","warehouse","Check",""
"","""Material Request Item-warehouse-hidden""","DocField","Material Request Item","hidden","1","warehouse","Check",""
"","""Material Request Item-from_warehouse-previous_field""","DocField","Material Request Item","previous_field","warehouse","from_warehouse","Data",""
"","""Event-branch-previous_field""","DocField","Event","previous_field","ref_name","branch","Data",""
"","""Purchase Order-branch-previous_field""","DocField","Purchase Order","previous_field","supplier_name","branch","Data",""
"","""Purchase Receipt-branch-previous_field""","DocField","Purchase Receipt","previous_field","supplier_section","branch","Data",""
"","""Attendance-branch-previous_field""","DocField","Attendance","previous_field","company","branch","Data",""
"","""Journal Voucher-branch-previous_field""","DocField","Journal Voucher","previous_field","posting_date","branch","Data",""
"","""Supplier-naming_series-hidden""","DocField","Supplier","hidden","0","naming_series","Check",""
"","""Supplier-naming_series-reqd""","DocField","Supplier","reqd","1","naming_series","Check",""
"","""Purchase Invoice-read_only_onload""","DocType","Purchase Invoice","read_only_onload","","","Check",""
"","""Purchase Invoice-due_date-idx""","DocField","Purchase Invoice","idx","13","due_date","Int",""
"","""Purchase Invoice-bill_no-idx""","DocField","Purchase Invoice","idx","14","bill_no","Int",""
"","""Purchase Invoice-bill_date-idx""","DocField","Purchase Invoice","idx","15","bill_date","Int",""
"","""Purchase Invoice-amended_from-idx""","DocField","Purchase Invoice","idx","16","amended_from","Int",""
"","""Purchase Invoice-company-idx""","DocField","Purchase Invoice","idx","17","company","Int",""
"","""Purchase Invoice-currency_price_list-idx""","DocField","Purchase Invoice","idx","18","currency_price_list","Int",""
"","""Purchase Invoice-currency-idx""","DocField","Purchase Invoice","idx","19","currency","Int",""
"","""Purchase Invoice-conversion_rate-idx""","DocField","Purchase Invoice","idx","20","conversion_rate","Int",""
"","""Purchase Invoice-column_break2-idx""","DocField","Purchase Invoice","idx","21","column_break2","Int",""
"","""Purchase Invoice-buying_price_list-idx""","DocField","Purchase Invoice","idx","22","buying_price_list","Int",""
"","""Purchase Invoice-price_list_currency-idx""","DocField","Purchase Invoice","idx","23","price_list_currency","Int",""
"","""Purchase Invoice-plc_conversion_rate-idx""","DocField","Purchase Invoice","idx","24","plc_conversion_rate","Int",""
"","""Purchase Invoice-ignore_pricing_rule-idx""","DocField","Purchase Invoice","idx","25","ignore_pricing_rule","Int",""
"","""Purchase Invoice-items-idx""","DocField","Purchase Invoice","idx","26","items","Int",""
"","""Purchase Invoice-entries-idx""","DocField","Purchase Invoice","idx","27","entries","Int",""
"","""Purchase Invoice-section_break_26-idx""","DocField","Purchase Invoice","idx","28","section_break_26","Int",""
"","""Purchase Invoice-net_total-idx""","DocField","Purchase Invoice","idx","29","net_total","Int",""
"","""Purchase Invoice-column_break_28-idx""","DocField","Purchase Invoice","idx","30","column_break_28","Int",""
"","""Purchase Invoice-net_total_import-idx""","DocField","Purchase Invoice","idx","31","net_total_import","Int",""
"","""Purchase Invoice-taxes-idx""","DocField","Purchase Invoice","idx","32","taxes","Int",""
"","""Purchase Invoice-taxes_and_charges-idx""","DocField","Purchase Invoice","idx","33","taxes_and_charges","Int",""
"","""Purchase Invoice-other_charges-idx""","DocField","Purchase Invoice","idx","34","other_charges","Int",""
"","""Purchase Invoice-other_charges_calculation-idx""","DocField","Purchase Invoice","idx","35","other_charges_calculation","Int",""
"","""Purchase Invoice-totals-idx""","DocField","Purchase Invoice","idx","36","totals","Int",""
"","""Purchase Invoice-other_charges_added-idx""","DocField","Purchase Invoice","idx","37","other_charges_added","Int",""
"","""Purchase Invoice-other_charges_deducted-idx""","DocField","Purchase Invoice","idx","38","other_charges_deducted","Int",""
"","""Purchase Invoice-grand_total-idx""","DocField","Purchase Invoice","idx","39","grand_total","Int",""
"","""Purchase Invoice-in_words-idx""","DocField","Purchase Invoice","idx","40","in_words","Int",""
"","""Purchase Invoice-column_break8-idx""","DocField","Purchase Invoice","idx","41","column_break8","Int",""
"","""Purchase Invoice-other_charges_added_import-idx""","DocField","Purchase Invoice","idx","42","other_charges_added_import","Int",""
"","""Purchase Invoice-other_charges_deducted_import-idx""","DocField","Purchase Invoice","idx","43","other_charges_deducted_import","Int",""
"","""Purchase Invoice-grand_total_import-idx""","DocField","Purchase Invoice","idx","44","grand_total_import","Int",""
"","""Purchase Invoice-in_words_import-idx""","DocField","Purchase Invoice","idx","45","in_words_import","Int",""
"","""Purchase Invoice-total_amount_to_pay-idx""","DocField","Purchase Invoice","idx","46","total_amount_to_pay","Int",""
"","""Purchase Invoice-total_advance-idx""","DocField","Purchase Invoice","idx","47","total_advance","Int",""
"","""Purchase Invoice-total_tax-idx""","DocField","Purchase Invoice","idx","48","total_tax","Int",""
"","""Purchase Invoice-outstanding_amount-idx""","DocField","Purchase Invoice","idx","49","outstanding_amount","Int",""
"","""Purchase Invoice-write_off_amount-idx""","DocField","Purchase Invoice","idx","50","write_off_amount","Int",""
"","""Purchase Invoice-write_off_account-idx""","DocField","Purchase Invoice","idx","51","write_off_account","Int",""
"","""Purchase Invoice-write_off_cost_center-idx""","DocField","Purchase Invoice","idx","52","write_off_cost_center","Int",""
"","""Purchase Invoice-against_expense_account-idx""","DocField","Purchase Invoice","idx","53","against_expense_account","Int",""
"","""Purchase Invoice-fold-idx""","DocField","Purchase Invoice","idx","54","fold","Int",""
"","""Purchase Invoice-advances-idx""","DocField","Purchase Invoice","idx","55","advances","Int",""
"","""Purchase Invoice-get_advances_paid-idx""","DocField","Purchase Invoice","idx","56","get_advances_paid","Int",""
"","""Purchase Invoice-advance_allocation_details-idx""","DocField","Purchase Invoice","idx","57","advance_allocation_details","Int",""
"","""Purchase Invoice-terms_section_break-idx""","DocField","Purchase Invoice","idx","58","terms_section_break","Int",""
"","""Purchase Invoice-tc_name-idx""","DocField","Purchase Invoice","idx","59","tc_name","Int",""
"","""Purchase Invoice-terms-idx""","DocField","Purchase Invoice","idx","60","terms","Int",""
"","""Purchase Invoice-contact_section-idx""","DocField","Purchase Invoice","idx","61","contact_section","Int",""
"","""Purchase Invoice-supplier_address-idx""","DocField","Purchase Invoice","idx","62","supplier_address","Int",""
"","""Purchase Invoice-col_break23-idx""","DocField","Purchase Invoice","idx","63","col_break23","Int",""
"","""Purchase Invoice-contact_person-idx""","DocField","Purchase Invoice","idx","64","contact_person","Int",""
"","""Purchase Invoice-more_info-idx""","DocField","Purchase Invoice","idx","65","more_info","Int",""
"","""Purchase Invoice-credit_to-idx""","DocField","Purchase Invoice","idx","66","credit_to","Int",""
"","""Purchase Invoice-is_opening-idx""","DocField","Purchase Invoice","idx","67","is_opening","Int",""
"","""Purchase Invoice-aging_date-idx""","DocField","Purchase Invoice","idx","68","aging_date","Int",""
"","""Purchase Invoice-select_print_heading-idx""","DocField","Purchase Invoice","idx","69","select_print_heading","Int",""
"","""Purchase Invoice-branch-previous_field""","DocField","Purchase Invoice","previous_field","supplier_name","branch","Data",""
